strain_microstrain,tilt_deg,vibration_g,displacement_mm,node1_tilt_resultant,node2_tilt_resultant,node3_tilt_resultant,transient_accel_g,rms_vibration_g,anomaly_score,zone_id,hazard_zone
482.1,2.308,0.3762,3.855,0.557,2.308,0.195,0.092,0.3762,0.3633,1,ZONE_B
1106.51,6.887,2.1365,10.59,1.984,6.887,1.094,0.62,2.1365,0.736,2,ZONE_C
179.83,0.215,0.0427,0.984,0.036,0.215,0.033,0.0219,0.0427,0.2925,0,ZONE_A
949.53,7.468,1.5805,13.103,3.138,7.468,1.844,1.1611,1.5805,0.7243,2,ZONE_C
178.8,0.173,0.0507,0.986,0.035,0.173,0.042,0.0028,0.0507,0.212,0,ZONE_A
869.28,6.835,1.3261,12.539,3.717,6.835,1.397,1.1085,1.3261,0.8197,2,ZONE_C
138.58,0.111,0.0625,1.468,0.013,0.111,0.027,0.0039,0.0625,0.0591,0,ZONE_A
129.75,0.128,0.0404,1.041,0.046,0.128,0.05,0.0146,0.0404,0.3177,0,ZONE_A
515.05,2.497,0.3534,6.55,0.486,2.497,0.275,0.172,0.3534,0.4243,1,ZONE_B
865.75,7.449,1.262,17.685,4.491,7.449,1.019,1.262,1.2584,0.9292,2,ZONE_C
117.56,0.169,0.0172,1.681,0.035,0.169,0.029,0.0034,0.0172,0.1434,0,ZONE_A
760.0,7.016,1.2748,16.234,3.014,7.016,0.676,1.2748,1.0714,0.9822,2,ZONE_C
1045.77,6.382,1.1118,12.051,4.036,6.382,0.994,0.6709,1.1118,0.9101,2,ZONE_C
164.82,0.152,0.022,1.105,0.031,0.152,0.041,0.022,0.02,0.1509,0,ZONE_A
584.26,1.872,0.3838,5.012,0.744,1.872,0.235,0.2137,0.3838,0.4815,1,ZONE_B
81.63,0.137,0.0463,1.447,0.026,0.137,0.012,0.0025,0.0463,0.1688,0,ZONE_A
691.64,2.264,0.4188,5.228,0.677,2.264,0.285,0.132,0.4188,0.5572,1,ZONE_B
1204.96,7.642,1.7792,11.636,4.774,7.642,0.948,1.1993,1.7792,0.9099,2,ZONE_C
665.85,2.362,0.2715,2.5,0.647,2.362,0.234,0.2222,0.2715,0.6495,1,ZONE_B
873.32,8.315,1.2592,18.862,3.609,8.315,1.181,0.6335,1.2592,0.9813,2,ZONE_C
159.12,0.143,0.0392,0.975,0.013,0.143,0.045,0.0058,0.0392,0.1594,0,ZONE_A
414.02,2.579,0.4492,3.574,0.441,2.579,0.303,0.1007,0.4492,0.6697,1,ZONE_B
100.6,0.143,0.0276,0.923,0.042,0.143,0.031,0.0046,0.0276,0.1788,0,ZONE_A
1009.57,7.638,1.2465,20.158,4.633,7.638,0.985,0.8162,1.2465,0.9868,2,ZONE_C
137.03,0.103,0.0415,0.898,0.031,0.103,0.005,0.0176,0.0415,0.1024,0,ZONE_A
993.27,7.226,1.3784,14.083,3.431,7.226,0.91,1.067,1.3784,0.8539,2,ZONE_C
131.64,0.189,0.0407,1.577,0.034,0.189,0.033,0.007,0.0407,0.3033,0,ZONE_A
553.55,1.894,0.3311,3.665,0.41,1.894,0.229,0.1905,0.3311,0.3713,1,ZONE_B
111.54,0.128,0.0222,1.388,0.025,0.128,0.012,0.0049,0.0222,0.1154,0,ZONE_A
859.93,7.094,1.2061,11.901,3.633,7.094,1.459,1.2061,1.1878,0.8422,2,ZONE_C
117.8,0.179,0.0527,1.531,0.031,0.179,0.007,0.002,0.0527,0.0757,0,ZONE_A
827.72,8.842,0.7793,13.344,2.166,8.842,1.14,0.7673,0.7793,0.9838,2,ZONE_C
362.03,2.196,0.2978,5.905,0.517,2.196,0.156,0.2045,0.2978,0.3885,1,ZONE_B
552.36,1.681,0.3367,4.186,0.511,1.681,0.205,0.1953,0.3367,0.4872,1,ZONE_B
524.06,2.001,0.3668,6.184,0.593,2.001,0.169,0.1769,0.3668,0.552,1,ZONE_B
1167.97,7.201,2.1401,14.696,3.815,7.201,0.511,0.9858,2.1401,0.823,2,ZONE_C
587.51,2.158,0.5073,6.074,0.874,2.158,0.234,0.195,0.5073,0.6489,1,ZONE_B
421.39,2.112,0.3007,3.723,0.6,2.112,0.288,0.1381,0.3007,0.4947,1,ZONE_B
504.58,2.192,0.438,5.206,0.772,2.192,0.197,0.1776,0.438,0.556,1,ZONE_B
464.52,2.303,0.2767,4.931,0.564,2.303,0.255,0.1642,0.2767,0.6655,1,ZONE_B
192.18,0.179,0.0116,0.984,0.03,0.179,0.033,0.0116,0.0114,0.3243,0,ZONE_A
480.75,2.74,0.4844,3.432,0.562,2.74,0.202,0.2304,0.4844,0.5317,1,ZONE_B
179.77,0.157,0.0638,1.227,0.014,0.157,0.03,0.0574,0.0638,0.3253,0,ZONE_A
953.11,8.821,1.118,13.521,1.916,8.821,1.001,1.0614,1.118,0.8696,2,ZONE_C
518.13,1.78,0.2626,7.315,0.7,1.78,0.263,0.1476,0.2626,0.5644,1,ZONE_B
567.43,2.498,0.2157,4.339,0.295,2.498,0.197,0.08,0.2157,0.4652,1,ZONE_B
1069.66,8.316,1.4365,16.153,3.254,8.316,0.947,0.62,1.4365,0.9345,2,ZONE_C
126.94,0.134,0.0394,1.619,0.034,0.134,0.029,0.002,0.0394,0.1182,0,ZONE_A
601.96,2.637,0.3724,7.067,0.773,2.637,0.206,0.102,0.3724,0.39,1,ZONE_B
545.87,2.258,0.343,4.586,0.532,2.258,0.205,0.1363,0.343,0.5439,1,ZONE_B
500.17,2.644,0.4587,7.037,0.636,2.644,0.148,0.1827,0.4587,0.671,1,ZONE_B
142.41,0.13,0.0462,1.436,0.043,0.13,0.055,0.0041,0.0462,0.2671,0,ZONE_A
555.34,2.604,0.4564,7.811,0.872,2.604,0.142,0.2901,0.4564,0.597,1,ZONE_B
183.81,0.104,0.0201,0.94,0.009,0.104,0.018,0.002,0.0201,0.2196,0,ZONE_A
544.72,2.378,0.3781,3.279,0.67,2.378,0.112,0.08,0.3781,0.5118,1,ZONE_B
649.26,2.228,0.3243,5.193,0.535,2.228,0.201,0.2231,0.3243,0.5098,1,ZONE_B
819.74,8.199,1.27,12.9,3.573,8.199,1.646,1.27,0.61,0.7152,2,ZONE_C
55.76,0.078,0.0309,1.137,0.044,0.078,0.013,0.0144,0.0309,0.222,0,ZONE_A
60.15,0.161,0.038,0.911,0.044,0.161,0.018,0.0089,0.038,0.3186,0,ZONE_A
163.19,0.124,0.0512,1.535,0.022,0.124,0.041,0.027,0.0512,0.1955,0,ZONE_A
497.51,2.53,0.331,4.907,0.664,2.53,0.238,0.2084,0.331,0.5354,1,ZONE_B
636.82,1.842,0.4839,4.271,0.173,1.842,0.329,0.2672,0.4839,0.4892,1,ZONE_B
83.48,0.137,0.052,0.939,0.035,0.137,0.027,0.0061,0.052,0.2203,0,ZONE_A
1156.78,7.817,1.1595,13.84,2.297,7.817,0.864,0.62,1.1595,0.7423,2,ZONE_C
986.56,8.073,1.7625,22.009,4.382,8.073,1.203,1.7625,1.5414,0.8225,2,ZONE_C
497.18,2.635,0.3273,4.66,0.596,2.635,0.168,0.2942,0.3273,0.4989,1,ZONE_B
1016.8,8.572,1.6597,22.812,3.792,8.572,0.596,0.62,1.6597,0.7344,2,ZONE_C
74.49,0.18,0.0221,1.524,0.022,0.18,0.032,0.0105,0.0221,0.2048,0,ZONE_A
897.2,8.812,1.8154,15.307,2.596,8.812,1.401,1.0659,1.8154,0.8609,2,ZONE_C
547.75,2.158,0.2706,4.914,0.717,2.158,0.193,0.2005,0.2706,0.5083,1,ZONE_B
1053.5,7.435,1.328,15.881,4.383,7.435,1.378,1.1043,1.328,0.7704,2,ZONE_C
164.89,0.194,0.0391,1.409,0.032,0.194,0.018,0.003,0.0391,0.1977,0,ZONE_A
207.64,0.167,0.0457,0.622,0.033,0.167,0.033,0.0454,0.0457,0.1017,0,ZONE_A
379.03,2.152,0.442,5.307,0.608,2.152,0.197,0.2478,0.442,0.4743,1,ZONE_B
724.68,1.982,0.3676,3.267,0.494,1.982,0.223,0.1738,0.3676,0.5113,1,ZONE_B
1019.22,8.647,1.151,15.07,3.37,8.647,1.069,0.9449,1.151,0.7752,2,ZONE_C
874.78,8.047,1.303,14.953,2.606,8.047,0.797,0.8272,1.303,0.8876,2,ZONE_C
121.1,0.148,0.06,1.139,0.051,0.148,0.013,0.04,0.06,0.2961,0,ZONE_A
1115.24,7.564,1.5328,21.278,3.697,7.564,0.96,0.62,1.5328,0.8542,2,ZONE_C
960.87,6.889,2.4499,10.759,3.168,6.889,0.909,0.7685,2.4499,0.8434,2,ZONE_C
491.62,2.427,0.2415,4.24,0.676,2.427,0.162,0.2415,0.1722,0.5357,1,ZONE_B
962.18,7.702,1.884,15.604,2.391,7.702,1.084,0.8675,1.884,0.717,2,ZONE_C
1154.97,9.684,0.62,11.029,3.345,9.684,0.926,0.62,0.61,0.8314,2,ZONE_C
128.13,0.114,0.0335,0.525,0.052,0.114,0.03,0.0185,0.0335,0.1994,0,ZONE_A
857.94,7.634,1.707,22.553,2.072,7.634,1.368,1.1593,1.707,0.9374,2,ZONE_C
92.32,0.18,0.0202,0.629,0.016,0.18,0.03,0.0092,0.0202,0.2512,0,ZONE_A
1025.1,9.352,1.6985,14.293,2.802,9.352,1.181,1.1881,1.6985,0.7412,2,ZONE_C
554.6,2.56,0.4348,3.025,0.605,2.56,0.175,0.1446,0.4348,0.6544,1,ZONE_B
851.82,7.243,1.4797,20.592,2.402,7.243,0.852,1.3461,1.4797,0.9684,2,ZONE_C
484.01,1.33,0.3119,5.05,0.502,1.33,0.366,0.1151,0.3119,0.6295,1,ZONE_B
957.19,9.423,1.1256,12.613,2.349,9.423,0.963,1.1256,0.8204,0.7413,2,ZONE_C
651.23,2.107,0.2174,6.681,0.558,2.107,0.184,0.2174,0.1934,0.5053,1,ZONE_B
760.0,6.914,1.2435,14.457,3.078,6.914,0.816,1.1438,1.2435,0.8586,2,ZONE_C
760.0,6.109,1.2487,10.939,2.692,6.109,1.113,1.2487,1.215,0.9434,2,ZONE_C
679.45,2.379,0.4891,5.023,0.516,2.379,0.217,0.1674,0.4891,0.6242,1,ZONE_B
570.4,2.238,0.5177,5.805,0.591,2.238,0.206,0.1736,0.5177,0.4004,1,ZONE_B
998.37,8.311,1.8775,17.75,2.477,8.311,1.029,1.3314,1.8775,0.9437,2,ZONE_C
423.57,2.57,0.5547,5.782,0.845,2.57,0.222,0.1328,0.5547,0.6302,1,ZONE_B
893.67,6.469,1.6974,10.928,3.394,6.469,1.419,0.7043,1.6974,0.7752,2,ZONE_C
990.67,7.137,1.4202,8.1,2.939,7.137,0.786,0.9515,1.4202,0.9114,2,ZONE_C
111.98,0.151,0.0586,0.379,0.047,0.151,0.035,0.0101,0.0586,0.189,0,ZONE_A
336.08,2.406,0.4009,6.246,0.542,2.406,0.177,0.1572,0.4009,0.4214,1,ZONE_B
131.88,0.129,0.0192,1.124,0.052,0.129,0.032,0.002,0.0192,0.2104,0,ZONE_A
986.54,7.66,1.3015,14.561,3.607,7.66,1.516,1.233,1.3015,0.9375,2,ZONE_C
130.73,0.108,0.0298,0.784,0.042,0.108,0.033,0.0133,0.0298,0.051,0,ZONE_A
160.76,0.153,0.0486,1.346,0.036,0.153,0.031,0.0052,0.0486,0.1752,0,ZONE_A
469.86,2.404,0.2714,6.307,0.691,2.404,0.217,0.08,0.2714,0.3952,1,ZONE_B
419.17,2.345,0.4333,5.188,0.483,2.345,0.234,0.1545,0.4333,0.5303,1,ZONE_B
939.21,7.599,0.62,23.251,2.847,7.599,1.278,0.62,0.61,0.8584,2,ZONE_C
991.97,7.448,2.4141,21.588,3.287,7.448,1.174,0.8828,2.4141,0.8986,2,ZONE_C
1165.91,7.671,1.8631,13.072,3.935,7.671,1.465,1.0646,1.8631,0.9625,2,ZONE_C
1000.56,7.005,1.243,13.376,4.461,7.005,1.304,1.0721,1.243,0.9435,2,ZONE_C
105.3,0.087,0.0484,0.726,0.036,0.087,0.02,0.0055,0.0484,0.2355,0,ZONE_A
1096.1,7.441,1.8976,17.65,4.303,7.441,1.207,0.8128,1.8976,0.8751,2,ZONE_C
170.14,0.108,0.0473,1.151,0.019,0.108,0.024,0.002,0.0473,0.112,0,ZONE_A
786.24,6.998,1.6425,14.847,3.316,6.998,1.232,0.62,1.6425,0.7266,2,ZONE_C
494.76,2.476,0.3031,6.687,0.434,2.476,0.12,0.2244,0.3031,0.6625,1,ZONE_B
772.14,10.195,1.2566,17.486,4.25,10.195,1.312,0.8698,1.2566,0.7789,2,ZONE_C
760.0,7.153,1.4588,12.373,2.876,7.153,1.575,1.4588,1.177,0.7962,2,ZONE_C
765.54,7.841,1.086,13.049,3.409,7.841,1.197,0.62,1.086,0.8127,2,ZONE_C
610.81,2.184,0.3481,4.128,0.704,2.184,0.253,0.1308,0.3481,0.434,1,ZONE_B
437.64,1.995,0.3571,3.861,0.613,1.995,0.174,0.1786,0.3571,0.4261,1,ZONE_B
529.48,3.114,0.4522,3.736,0.422,3.114,0.178,0.1072,0.4522,0.3978,1,ZONE_B
1275.33,7.615,1.2597,13.222,3.523,7.615,1.341,1.0208,1.2597,0.8321,2,ZONE_C
142.73,0.162,0.0283,0.838,0.026,0.162,0.016,0.0094,0.0283,0.0812,0,ZONE_A
477.64,2.621,0.4184,2.771,0.375,2.621,0.181,0.1738,0.4184,0.6535,1,ZONE_B
122.46,0.128,0.0325,0.743,0.023,0.128,0.03,0.0216,0.0325,0.1469,0,ZONE_A
356.6,2.013,0.2237,2.5,0.606,2.013,0.223,0.1814,0.2237,0.4246,1,ZONE_B
121.65,0.086,0.0335,1.214,0.057,0.086,0.02,0.002,0.0335,0.2351,0,ZONE_A
135.71,0.151,0.0333,0.673,0.039,0.151,0.018,0.0333,0.0272,0.2112,0,ZONE_A
405.58,2.783,0.3581,2.911,0.471,2.783,0.366,0.1962,0.3581,0.6424,1,ZONE_B
108.59,0.161,0.0351,1.396,0.017,0.161,0.037,0.0124,0.0351,0.2938,0,ZONE_A
658.51,2.073,0.4544,5.112,0.393,2.073,0.265,0.1622,0.4544,0.3747,1,ZONE_B
160.02,0.099,0.0382,1.104,0.018,0.099,0.017,0.002,0.0382,0.2883,0,ZONE_A
192.22,0.183,0.0373,1.031,0.022,0.183,0.062,0.002,0.0373,0.1835,0,ZONE_A
597.06,2.067,0.3449,6.362,0.742,2.067,0.203,0.2753,0.3449,0.3601,1,ZONE_B
522.85,2.52,0.247,5.29,0.576,2.52,0.11,0.1567,0.247,0.5075,1,ZONE_B
897.13,7.402,1.5708,8.1,1.999,7.402,0.847,1.3299,1.5708,0.7103,2,ZONE_C
128.68,0.188,0.037,0.539,0.04,0.188,0.022,0.0136,0.037,0.2598,0,ZONE_A
146.57,0.139,0.0162,1.312,0.033,0.139,0.013,0.0079,0.0162,0.2322,0,ZONE_A
1139.28,5.811,1.8126,18.35,3.126,5.811,1.026,0.62,1.8126,0.9004,2,ZONE_C
180.56,0.096,0.0171,1.01,0.022,0.096,0.011,0.0088,0.0171,0.2874,0,ZONE_A
879.43,6.789,1.0404,14.858,2.966,6.789,0.749,0.9081,1.0404,0.9418,2,ZONE_C
476.08,2.228,0.5269,5.929,0.384,2.228,0.176,0.1778,0.5269,0.6049,1,ZONE_B
961.92,7.561,1.144,13.755,2.599,7.561,1.577,0.7934,1.144,0.9298,2,ZONE_C
521.64,2.412,0.3136,3.72,0.666,2.412,0.329,0.1725,0.3136,0.406,1,ZONE_B
103.11,0.175,0.0342,1.38,0.034,0.175,0.032,0.0076,0.0342,0.2461,0,ZONE_A
129.38,0.228,0.0625,1.675,0.041,0.228,0.023,0.002,0.0625,0.1455,0,ZONE_A
141.9,0.091,0.0336,1.305,0.026,0.091,0.009,0.0021,0.0336,0.3075,0,ZONE_A
1097.35,7.679,1.4264,20.987,2.699,7.679,0.72,1.4264,0.61,0.7526,2,ZONE_C
88.1,0.197,0.0465,1.141,0.042,0.197,0.025,0.0346,0.0465,0.1151,0,ZONE_A
1033.04,7.28,2.4054,20.782,3.412,7.28,0.919,0.62,2.4054,0.9154,2,ZONE_C
109.53,0.145,0.0388,2.103,0.027,0.145,0.026,0.0038,0.0388,0.1645,0,ZONE_A
121.89,0.143,0.0562,0.207,0.036,0.143,0.027,0.0042,0.0562,0.2889,0,ZONE_A
150.86,0.132,0.05,1.148,0.029,0.132,0.032,0.0313,0.05,0.1852,0,ZONE_A
1007.48,9.687,1.8338,18.32,2.444,9.687,1.287,1.2628,1.8338,0.7905,2,ZONE_C
496.39,2.798,0.3597,7.207,0.528,2.798,0.196,0.1435,0.3597,0.5781,1,ZONE_B
89.18,0.106,0.0439,1.339,0.024,0.106,0.036,0.0314,0.0439,0.1435,0,ZONE_A
152.74,0.11,0.0307,1.2,0.027,0.11,0.03,0.0026,0.0307,0.0924,0,ZONE_A
548.9,2.266,0.3197,4.986,0.495,2.266,0.213,0.0941,0.3197,0.5587,1,ZONE_B
560.69,2.444,0.4877,5.625,0.422,2.444,0.17,0.1103,0.4877,0.6785,1,ZONE_B
1245.08,7.294,1.1619,15.629,3.476,7.294,1.066,1.135,1.1619,0.9285,2,ZONE_C
489.6,2.172,0.4497,4.401,0.742,2.172,0.292,0.1251,0.4497,0.4063,1,ZONE_B
869.82,9.805,1.2021,21.775,3.831,9.805,0.791,1.0696,1.2021,0.8319,2,ZONE_C
433.22,2.439,0.3074,5.408,0.726,2.439,0.199,0.0938,0.3074,0.4032,1,ZONE_B
1093.34,9.72,1.5523,12.765,5.085,9.72,0.613,1.3981,1.5523,0.8992,2,ZONE_C
570.4,2.127,0.3187,4.089,0.53,2.127,0.191,0.1193,0.3187,0.4206,1,ZONE_B
95.31,0.135,0.0376,1.369,0.028,0.135,0.013,0.0233,0.0376,0.2116,0,ZONE_A
1013.86,7.447,1.4549,15.181,3.736,7.447,1.007,0.8338,1.4549,0.8877,2,ZONE_C
1238.79,8.155,1.7638,8.1,3.37,8.155,1.491,0.6935,1.7638,0.7518,2,ZONE_C
734.95,2.278,0.4036,3.616,0.474,2.278,0.171,0.1699,0.4036,0.4679,1,ZONE_B
394.11,2.501,0.3738,2.893,0.556,2.501,0.298,0.0996,0.3738,0.6199,1,ZONE_B
101.65,0.116,0.0272,1.374,0.048,0.116,0.015,0.0061,0.0272,0.2363,0,ZONE_A
1128.26,10.355,1.761,17.61,3.674,10.355,1.116,1.2477,1.761,0.7154,2,ZONE_C
167.68,0.067,0.0631,1.698,0.019,0.067,0.039,0.0082,0.0631,0.2155,0,ZONE_A
959.66,5.432,1.1491,21.944,3.123,5.432,1.241,0.6354,1.1491,0.7808,2,ZONE_C
159.76,0.138,0.0551,0.743,0.023,0.138,0.035,0.0036,0.0551,0.0525,0,ZONE_A
112.82,0.091,0.0466,1.535,0.031,0.091,0.021,0.0029,0.0466,0.0676,0,ZONE_A
621.25,2.309,0.1927,4.237,0.712,2.309,0.112,0.0966,0.1927,0.662,1,ZONE_B
94.09,0.13,0.0348,1.389,0.042,0.13,0.032,0.0074,0.0348,0.1819,0,ZONE_A
975.69,8.618,1.0617,8.1,3.103,8.618,1.959,0.62,1.0617,0.759,2,ZONE_C
644.26,2.291,0.3405,5.857,0.361,2.291,0.265,0.2293,0.3405,0.5082,1,ZONE_B
399.74,1.894,0.4653,5.925,0.252,1.894,0.21,0.08,0.4653,0.6493,1,ZONE_B
980.41,8.807,1.0937,12.429,3.654,8.807,1.536,1.0473,1.0937,0.807,2,ZONE_C
159.91,0.159,0.0214,1.021,0.024,0.159,0.021,0.007,0.0214,0.1637,0,ZONE_A
132.97,0.19,0.0369,0.892,0.033,0.19,0.027,0.0041,0.0369,0.1174,0,ZONE_A
1014.61,9.771,2.1872,16.538,3.01,9.771,1.252,0.9649,2.1872,0.801,2,ZONE_C
150.08,0.177,0.0286,1.421,0.018,0.177,0.011,0.0043,0.0286,0.1136,0,ZONE_A
95.75,0.175,0.0256,1.171,0.032,0.175,0.019,0.0051,0.0256,0.2502,0,ZONE_A
528.33,2.475,0.3968,3.9,0.332,2.475,0.176,0.1675,0.3968,0.4429,1,ZONE_B
917.48,8.353,1.7273,18.622,2.816,8.353,1.506,0.8304,1.7273,0.9593,2,ZONE_C
785.52,8.9,1.3241,14.38,3.389,8.9,1.245,1.3241,1.1811,0.7751,2,ZONE_C
204.91,0.192,0.034,0.563,0.024,0.192,0.049,0.0138,0.034,0.0973,0,ZONE_A
760.0,8.675,1.132,14.355,3.877,8.675,1.068,1.0784,1.132,0.9526,2,ZONE_C
875.09,8.935,1.3199,19.021,4.494,8.935,0.797,1.3199,1.1497,0.744,2,ZONE_C
572.32,2.235,0.3801,5.518,0.617,2.235,0.406,0.153,0.3801,0.499,1,ZONE_B
828.5,8.263,1.8003,9.691,3.393,8.263,1.668,1.3209,1.8003,0.7624,2,ZONE_C
464.56,2.421,0.3785,5.864,0.791,2.421,0.186,0.0896,0.3785,0.6124,1,ZONE_B
320.0,2.168,0.394,5.445,0.769,2.168,0.186,0.112,0.394,0.4914,1,ZONE_B
498.0,2.68,0.3677,2.5,0.685,2.68,0.221,0.2013,0.3677,0.4729,1,ZONE_B
160.44,0.145,0.0392,1.24,0.044,0.145,0.032,0.014,0.0392,0.2794,0,ZONE_A
138.44,0.186,0.045,0.428,0.019,0.186,0.034,0.0312,0.045,0.2808,0,ZONE_A
912.18,7.541,2.1455,17.579,3.47,7.541,1.353,1.4471,2.1455,0.9557,2,ZONE_C
110.7,0.114,0.0269,1.199,0.035,0.114,0.02,0.0209,0.0269,0.0702,0,ZONE_A
485.49,1.692,0.3489,5.128,0.678,1.692,0.214,0.1205,0.3489,0.6393,1,ZONE_B
475.83,2.54,0.278,3.496,0.575,2.54,0.111,0.1477,0.278,0.6074,1,ZONE_B
826.13,7.174,1.9454,13.259,2.886,7.174,0.79,0.62,1.9454,0.933,2,ZONE_C
152.18,0.169,0.0433,0.843,0.011,0.169,0.028,0.002,0.0433,0.2482,0,ZONE_A
174.77,0.099,0.0107,0.46,0.03,0.099,0.031,0.0053,0.0107,0.0852,0,ZONE_A
991.61,6.982,1.2105,13.624,3.535,6.982,1.435,1.2048,1.2105,0.8354,2,ZONE_C
82.76,0.104,0.0407,0.583,0.022,0.104,0.017,0.002,0.0407,0.1573,0,ZONE_A
837.9,8.648,1.1399,19.145,2.241,8.648,1.145,0.8318,1.1399,0.7766,2,ZONE_C
806.01,7.56,1.4239,16.025,3.434,7.56,1.086,1.4239,1.025,0.8163,2,ZONE_C
887.41,8.341,1.4922,17.14,3.892,8.341,0.963,1.0411,1.4922,0.7566,2,ZONE_C
856.28,7.94,1.9655,17.594,3.799,7.94,1.34,1.9655,1.5969,0.9464,2,ZONE_C
1345.09,8.001,2.0762,12.939,4.238,8.001,1.406,1.3795,2.0762,0.7797,2,ZONE_C
113.17,0.187,0.0317,1.771,0.025,0.187,0.035,0.0022,0.0317,0.1049,0,ZONE_A
400.85,2.887,0.2285,4.229,0.655,2.887,0.233,0.1525,0.2285,0.4872,1,ZONE_B
1275.3,8.505,1.9653,16.047,3.212,8.505,1.792,0.6392,1.9653,0.838,2,ZONE_C
445.77,1.805,0.3504,5.765,0.582,1.805,0.227,0.1451,0.3504,0.3804,1,ZONE_B
926.07,6.979,1.4032,10.744,3.773,6.979,1.158,1.4032,1.0738,0.8323,2,ZONE_C
113.14,0.138,0.0472,1.419,0.033,0.138,0.035,0.0027,0.0472,0.1091,0,ZONE_A
1128.19,7.173,1.4918,17.387,3.145,7.173,1.226,1.3871,1.4918,0.7894,2,ZONE_C
1011.71,5.838,2.0393,10.007,2.588,5.838,1.255,0.7176,2.0393,0.9706,2,ZONE_C
152.36,0.071,0.0241,0.751,0.059,0.071,0.036,0.0061,0.0241,0.0557,0,ZONE_A
900.63,5.744,1.5542,9.389,2.922,5.744,1.104,0.62,1.5542,0.9098,2,ZONE_C
927.83,9.434,0.9993,16.502,2.759,9.434,1.151,0.6589,0.9993,0.9068,2,ZONE_C
320.0,2.507,0.5432,3.314,0.652,2.507,0.353,0.1559,0.5432,0.4139,1,ZONE_B
121.72,0.142,0.0526,1.483,0.036,0.142,0.033,0.0183,0.0526,0.0571,0,ZONE_A
942.84,7.748,1.4395,15.578,2.636,7.748,1.494,1.4395,1.3719,0.8368,2,ZONE_C
985.67,7.242,1.4066,14.968,3.126,7.242,1.619,1.199,1.4066,0.8934,2,ZONE_C
165.75,0.096,0.047,1.005,0.044,0.096,0.025,0.0103,0.047,0.0684,0,ZONE_A
1070.42,8.027,1.6363,15.452,3.673,8.027,1.39,1.038,1.6363,0.8275,2,ZONE_C
889.85,7.551,1.615,16.125,2.768,7.551,1.277,1.1715,1.615,0.8434,2,ZONE_C
485.06,2.065,0.4145,7.611,0.36,2.065,0.117,0.1124,0.4145,0.3995,1,ZONE_B
1223.27,7.793,1.7168,21.747,3.306,7.793,1.413,0.62,1.7168,0.7934,2,ZONE_C
493.51,2.886,0.213,4.831,0.541,2.886,0.236,0.213,0.1745,0.5809,1,ZONE_B
180.47,0.16,0.0573,1.28,0.002,0.16,0.044,0.002,0.0573,0.0998,0,ZONE_A
889.95,6.354,1.5432,19.389,2.308,6.354,0.878,1.5432,0.8492,0.9511,2,ZONE_C
462.34,2.479,0.3652,3.6,0.562,2.479,0.122,0.08,0.3652,0.4416,1,ZONE_B
134.02,0.052,0.0394,0.716,0.027,0.052,0.049,0.0071,0.0394,0.2916,0,ZONE_A
760.0,9.277,1.2542,15.168,3.283,9.277,1.36,0.62,1.2542,0.8317,2,ZONE_C
760.0,7.826,1.3499,19.845,2.939,7.826,0.803,1.3499,1.2708,0.7344,2,ZONE_C
166.47,0.101,0.0351,0.933,0.031,0.101,0.032,0.0202,0.0351,0.1405,0,ZONE_A
456.15,2.36,0.291,4.765,0.68,2.36,0.128,0.237,0.291,0.3951,1,ZONE_B
163.85,0.111,0.0309,1.062,0.018,0.111,0.016,0.0152,0.0309,0.1562,0,ZONE_A
147.87,0.188,0.0495,1.065,0.019,0.188,0.028,0.0135,0.0495,0.1242,0,ZONE_A
130.76,0.188,0.0235,0.664,0.038,0.188,0.022,0.0234,0.0235,0.1637,0,ZONE_A
1048.7,7.337,1.5419,25.287,3.364,7.337,1.623,1.5419,1.4203,0.9066,2,ZONE_C
988.52,6.691,1.635,16.949,3.686,6.691,1.126,1.1673,1.635,0.8866,2,ZONE_C
962.5,7.302,1.2862,12.344,3.298,7.302,1.218,0.62,1.2862,0.7276,2,ZONE_C
585.63,1.728,0.3915,4.369,0.609,1.728,0.193,0.1146,0.3915,0.6726,1,ZONE_B
461.57,2.54,0.2617,7.95,0.825,2.54,0.168,0.2492,0.2617,0.5927,1,ZONE_B
473.62,2.017,0.3986,4.422,0.782,2.017,0.146,0.1911,0.3986,0.5915,1,ZONE_B
939.67,9.083,1.7246,10.886,2.762,9.083,1.384,1.2442,1.7246,0.753,2,ZONE_C
786.09,8.919,1.1182,17.799,3.799,8.919,1.047,1.1182,0.8219,0.7556,2,ZONE_C
958.39,7.045,2.2523,13.803,3.456,7.045,0.81,0.9982,2.2523,0.7189,2,ZONE_C
536.04,2.522,0.2879,4.305,0.51,2.522,0.239,0.2879,0.1567,0.5853,1,ZONE_B
604.52,1.988,0.3838,5.142,0.456,1.988,0.274,0.08,0.3838,0.4938,1,ZONE_B
1064.39,9.506,1.7199,13.707,2.846,9.506,0.876,0.62,1.7199,0.7432,2,ZONE_C
1001.97,6.583,1.3745,8.722,3.345,6.583,1.0,0.62,1.3745,0.9384,2,ZONE_C
473.0,2.311,0.4946,5.349,0.987,2.311,0.275,0.1667,0.4946,0.6642,1,ZONE_B
956.88,7.971,2.0328,14.126,2.914,7.971,1.313,1.2094,2.0328,0.9579,2,ZONE_C
804.86,10.933,1.0813,19.698,2.553,10.933,1.256,1.0813,0.6692,0.9887,2,ZONE_C
